index,0,1,2,3,4
135,0.115637966,0.06760069,0.740353942,0.002116778,0.074290656
136,0.022543084,0.003163254,0.718683541,0.001052178,0.254557937
137,0.000501209,0.000767245,0.0145062,0.984019041,0.000206355
138,0.091109753,0.147462174,0.581500709,0.155367598,0.024559742
139,0.000488094,0.001064227,0.011866497,0.986448586,0.000132527
140,0.012178921,8.56E-05,0.072935745,0.000186519,0.914613187
141,0.127963215,0.000364248,0.023536773,0.000249312,0.847886503
142,1.97E-05,0.000187834,0.999333799,6.85E-05,0.000390174
143,0.001838494,0.994104803,0.000437417,0.003618675,5.48E-07
144,0.994864762,0.001248105,3.05E-05,4.33E-05,0.003813341
145,0.670059204,0.02752213,0.097993739,0.000670697,0.203754142
146,0.005054897,0.005877267,0.004334726,0.984263599,0.000469455
147,0.051324546,0.016597882,0.719478846,0.079178378,0.133420333
148,0.043547884,0.012099388,0.04245149,0.885864615,0.016036563
149,0.001225053,0.002981571,0.008976641,0.986647844,0.000168886
150,0.537070572,0.054407801,0.16219984,0.044302296,0.202019468
151,0.000921169,0.002048244,0.023622258,0.973144948,0.000263338
152,0.022697082,0.568054676,0.373729378,0.034745324,0.000773536
153,0.089448944,0.105258949,0.363748252,0.418529898,0.023014007
154,0.033779535,0.030734869,0.850288868,0.038510881,0.04668583
155,0.944123507,0.05293845,0.000405581,0.000229376,0.002303056
156,0.006988605,0.989615679,0.000574532,0.002818441,2.66E-06
157,0.198731542,0.036543071,0.421780974,0.134325191,0.208619192
158,0.401373237,0.324751586,0.180514559,0.061776698,0.031583909
159,0.008980515,0.983994961,0.001077445,0.005941691,5.53E-06
160,0.525971591,0.098866776,0.219062775,0.021966886,0.134131968
161,0.860943377,0.138614297,8.20E-05,0.000116124,0.000244321
162,0.766127467,0.018437149,0.037614778,0.005775985,0.172044605
163,0.038126938,0.093696885,0.833910704,0.017758898,0.016506579
164,0.057606753,0.932651937,0.007969791,0.001597886,0.000173642
165,0.008278704,0.976575851,0.003049792,0.012086743,8.90E-06
166,0.005593831,6.02E-05,0.128538102,0.00019252,0.865615308
167,0.001538277,0.002555663,0.98146373,0.000384521,0.014057727
168,0.199854583,0.073555559,0.597998202,0.011418059,0.117173649
169,0.837283611,0.003882929,0.00836145,0.00052789,0.149944127
170,0.017920448,0.761448503,0.140724778,0.079650365,0.000255928
171,0.326120853,0.122627355,0.409739375,0.028541019,0.112971313
172,0.033224933,0.954709649,0.005475904,0.006514239,7.52E-05
173,0.01897281,0.980686843,0.000115981,0.000221673,2.70E-06
174,0.021203388,0.000285159,0.130513728,0.001275396,0.846722305
175,0.011558554,0.015332806,0.071616843,0.89858228,0.002909482
176,0.012079938,8.97E-06,0.007113128,1.49E-05,0.980783045
177,0.314542085,0.678258955,0.003861612,0.002481492,0.000855854
178,0.000210377,0.000341673,0.004082089,0.995302796,6.31E-05
179,0.01935436,2.14E-05,0.008638677,5.72E-05,0.971928418
180,0.064282477,0.040716473,0.747309923,0.074084543,0.073606521
181,0.020949028,0.956649601,0.017256062,0.005061194,8.42E-05
182,0.054498564,0.128845945,0.772428215,0.025734462,0.018492844
183,0.969166279,0.021674449,0.000648372,0.000832121,0.007678798
184,0.06110489,0.853841364,0.040354542,0.044108793,0.000590442
185,0.996131182,0.003231905,1.21E-05,7.92E-06,0.000616896
186,0.000147599,0.000159382,0.000258257,0.999416113,1.88E-05
187,0.473238319,0.342944026,0.148511797,0.009341982,0.025963789
188,0.102431364,0.896728992,0.000480875,0.000319425,3.95E-05
189,0.006359891,0.001540173,0.867706835,0.000165144,0.124227978
190,0.000686213,0.004862292,0.000308763,0.994133413,9.37E-06
191,0.005074035,0.99261719,0.00024943,0.002058274,1.11E-06
192,0.006293231,6.68E-05,0.118486978,0.000387344,0.874765575
193,0.151665822,0.069404632,0.435542405,0.253653675,0.089733437
194,0.007347116,0.987020791,0.001211968,0.004415635,4.51E-06
195,0.000298495,0.00065672,0.004588365,0.994395971,6.04E-05
196,0.019188141,0.053084508,0.907250643,0.00706965,0.013407121
197,0.01254635,0.027977444,0.932645679,0.013125022,0.013705474
198,0.003350511,0.005524081,0.007221055,0.983544171,0.000360232
199,0.010250009,0.011327902,0.945254087,0.001579082,0.031589061
200,0.274449259,0.012610606,0.256342947,0.00267943,0.453917742
201,0.883066654,0.049597353,0.009974131,0.013177153,0.044184744
202,0.015261351,0.982533216,0.001012407,0.001183661,9.33E-06
203,0.152826563,0.846972167,2.85E-05,0.000166761,5.97E-06
204,0.00053439,0.001532499,0.003989253,0.99387908,6.48E-05
205,0.216914192,0.001880247,0.084169142,0.000290617,0.696745753
206,0.00053434,0.002440274,0.002600804,0.994389236,3.54E-05
207,0.000558042,0.001504489,0.018770417,0.979016423,0.000150628
208,4.22E-05,0.00059889,0.994882584,0.004337218,0.00013913
209,0.014134183,0.97830826,0.003061808,0.004479061,1.67E-05
210,0.998553574,0.000345906,3.58E-06,9.46E-06,0.001087575
211,0.992000937,0.005181234,5.93E-05,8.58E-05,0.002672666
212,0.000312525,0.000667072,0.005653013,0.993296802,7.06E-05
213,0.99271214,0.003969225,6.93E-05,3.68E-05,0.003212438
214,0.000460799,0.000552834,0.00664414,0.992185175,0.000157042
215,0.000998097,0.004279086,0.012677982,0.981933296,0.0001116
216,0.104728885,0.011500882,0.573626518,0.001319468,0.308824182
217,0.025456941,0.104454212,0.85611707,0.005158547,0.008813248
218,0.004632507,0.003114987,0.624151587,0.351530373,0.016570622
219,0.988938808,0.001283786,9.10E-05,5.99E-05,0.009626517
220,0.002564834,0.00938454,0.979046226,0.004316787,0.004687589
221,0.108005531,0.1438068,0.704954505,0.007360111,0.035873003
222,0.000524491,0.001037576,0.009925231,0.988375783,0.000136953
223,0.000446689,0.001025309,0.011108456,0.987304747,0.00011491
224,0.938420653,0.05997647,0.000293335,8.18E-05,0.001227747
225,0.007961063,0.026315207,0.954131424,0.002876807,0.008715411
226,0.998481214,0.00057252,4.73E-06,8.57E-06,0.000932968
227,0.17527698,0.822277546,0.000871634,0.001448333,0.00012555
228,0.024730353,0.058862306,0.8383286,0.065930612,0.012148053
229,0.297877967,0.020674519,0.194781587,0.123294674,0.363371193
230,0.006979011,0.991792977,0.000257976,0.000968475,1.59E-06
231,0.003295372,0.994155765,0.000364221,0.002183886,8.81E-07
232,0.066460878,0.000464733,0.068616726,0.000244495,0.864213169
233,0.074874751,0.07458137,0.530605674,0.286166817,0.033771362
234,0.161948442,0.599809945,0.109966829,0.122909255,0.005365501
235,0.008548764,0.014374739,0.417717248,0.553621531,0.005737702
236,0.806316435,0.022738583,0.032148834,0.00492875,0.133867368
237,0.009439135,0.982125163,0.00139634,0.007032571,6.76E-06
238,0.540131271,0.000656387,0.005265834,0.000225956,0.45372057
239,0.019570826,0.063772403,0.819000423,0.089052387,0.008603959
240,0.007075268,0.978154838,0.002528761,0.012234216,6.88E-06
241,0.142920181,0.000941785,0.055091079,0.000358189,0.800688744
242,0.163649246,0.627671599,0.186213583,0.016350811,0.006114772
243,0.010735761,0.988959908,6.75E-05,0.000236045,8.74E-07
244,0.008319056,0.017999424,0.776087284,0.189641327,0.007952958
245,0.041329335,0.131443128,0.753711522,0.062287394,0.011228595
246,0.159484357,0.011145459,0.42286405,0.00214763,0.404358447
247,0.028117277,0.164894685,0.573149323,0.229960188,0.003878491
248,0.943822205,0.023660123,0.004580351,0.00044394,0.027493287
249,0.063334249,0.903271079,0.022027649,0.010946007,0.000421053
250,0.998744845,0.000427272,2.94E-06,8.98E-06,0.000815952
251,0.008822457,0.000125122,0.190828592,3.38E-05,0.800190032
252,0.477924079,0.283004403,0.119458854,0.081930146,0.037682556
253,0.010622831,0.01369998,0.033947743,0.939813912,0.001915553
254,0.000155662,0.000166844,0.00231605,0.99730289,5.85E-05
255,0.000265275,0.000705333,0.000809012,0.998199046,2.14E-05
256,0.005631524,0.009910778,0.003031079,0.981131554,0.000295096
257,0.130681649,0.270088345,0.1087754,0.482766747,0.007687935
258,0.001446772,1.80E-05,0.134309918,1.33E-05,0.864212036
259,0.039729681,0.199603796,0.745413721,0.007794245,0.007458441
260,0.000998153,0.001000105,0.005217995,0.992545545,0.00023816
261,0.004532796,0.000772454,0.824394405,0.000108334,0.170192048
262,0.113692805,0.001069935,0.081098877,0.000866033,0.803272307
263,0.896322727,0.084135532,0.00492362,0.001931683,0.01268651
264,0.001196982,1.23E-05,0.137756944,4.49E-06,0.861029387
265,0.998306632,0.000705045,5.07E-06,1.43E-05,0.000968914
266,1.46E-05,8.49E-05,0.999205053,4.52E-05,0.000650283
267,0.997324824,0.001428996,1.01E-05,2.12E-05,0.001214963
268,0.990275979,0.008886858,3.09E-05,2.60E-05,0.00078043
269,0.003457208,0.005404644,0.972524107,0.001175833,0.017438212
270,0.008110574,6.44E-05,0.088209845,0.000109333,0.903505802
271,0.181787834,0.080673881,0.590230882,0.032988828,0.114318542
272,0.000810384,0.000851157,0.074461438,0.922885537,0.000991479
273,0.000201832,2.43E-05,0.743970692,1.86E-06,0.25580126
274,0.405488878,0.021161016,0.18025808,0.011955951,0.381136179
275,0.040732913,0.150348783,0.788565099,0.009694929,0.01065822
276,0.969170392,0.00086147,0.000228932,6.86E-05,0.029670544
277,0.005422807,0.992213666,0.000638929,0.001722329,2.29E-06
278,0.076946102,0.865790248,0.007894003,0.049059629,0.000309955
279,0.017344356,0.087833486,0.261699468,0.630969763,0.002152962
280,0.207021356,0.070614628,0.376308858,0.23187907,0.114176057
281,0.012205589,0.978829265,0.003521326,0.005427487,1.63E-05
282,0.021216273,0.922002792,0.001025316,0.055740144,1.54E-05
283,0.000338272,0.001378336,0.995362341,0.000358393,0.002562784
284,0.353900462,0.196359828,0.273470253,0.113996342,0.062273111
285,0.000425233,0.001521842,0.003355233,0.994654179,4.35E-05
286,0.000852589,0.001590212,0.044315439,0.952828407,0.000413357
287,0.001872261,0.000724035,0.930457473,0.000132778,0.066813439
288,0.004159258,0.015533596,0.972089231,0.000525209,0.00769267
289,0.017173091,0.980816305,0.000675812,0.001325905,8.90E-06
290,0.013868789,0.02158159,0.252904981,0.705665052,0.005979672
291,0.000335451,0.002668937,0.994978964,0.001086222,0.000930384
292,0.056587763,0.901787817,0.018546963,0.022755563,0.000321817
293,0.39045471,0.306708694,0.260488838,0.007928203,0.03441954
294,0.874045968,0.014814291,0.019033834,0.000424012,0.091681987
295,0.462412983,0.537063122,0.000226116,0.000177988,0.000119816
296,0.004578794,0.005622804,0.924080729,0.050974611,0.014743046
297,0.043731168,0.004282902,0.582560718,0.003623987,0.365801096
298,0.013701084,0.088669911,0.005784101,0.891650259,0.000194737
299,0.029945603,0.002801825,0.612417459,0.000758825,0.354076266
300,0.004418902,0.994932353,0.000159527,0.000488514,7.51E-07
301,0.016438244,0.006843163,0.873171747,0.008969277,0.094577558
302,9.27E-06,9.23E-05,0.999473155,0.000257715,0.000167474
303,0.847032547,0.102546431,0.005762142,0.028539088,0.016119683
304,0.795043707,0.01621514,0.028645998,0.001963419,0.158131763
305,0.243287936,0.003410191,0.085173279,0.002866954,0.665261567
306,0.024521401,0.000543427,0.259963006,0.000148593,0.714823544
307,0.001236336,0.991348565,0.00044621,0.006968513,4.02E-07
308,0.00134588,0.013474487,0.019326951,0.965774834,7.78E-05
309,0.225029916,0.497918844,0.247944742,0.017238544,0.0118679
310,0.153758869,0.085481748,0.521178544,0.158269942,0.081310824
311,0.02782223,0.076144598,0.694917679,0.191378102,0.009737372
312,0.020117084,0.009918073,0.083246134,0.875561059,0.011157577
313,0.001943348,0.008174649,0.984568834,0.001123102,0.004190055
314,0.009736652,7.24E-05,0.105058119,2.21E-05,0.885110676
315,0.004623421,0.987463832,0.002817222,0.005091245,4.19E-06
316,0.367027909,0.482768863,0.037102975,0.104500242,0.008600006
317,0.919788361,0.022108175,0.010463402,0.000362511,0.047277473
318,0.000886911,0.002220374,0.027725348,0.968918979,0.000248367
319,0.139523417,0.074644625,0.633409202,0.053665463,0.098757304
320,0.000223677,0.000432061,0.001229409,0.998085499,2.94E-05
321,0.989359498,0.000688675,4.79E-05,6.06E-05,0.009843307
322,0.058817498,0.053837225,0.820818722,0.012482917,0.054043546
323,0.000138701,0.000849804,0.987080276,0.011417935,0.000513235
324,0.90842253,0.05630406,0.009487821,0.001123968,0.024661692
325,0.000995223,0.001883019,0.047112361,0.949526489,0.000482856
326,0.353961319,0.167761028,0.320939958,0.073394939,0.083942764
327,0.992571294,0.002382003,6.44E-05,6.61E-05,0.004916212
328,0.000866983,0.01195187,0.912750602,0.073992908,0.000437658
329,0.034426238,0.281991541,0.044855081,0.637947023,0.000780083
330,0.004504504,0.977458239,0.003959921,0.014072052,5.31E-06
331,0.002882622,0.018151853,0.616688848,0.361037791,0.001238887
332,0.035945777,0.475833476,0.147471353,0.339816511,0.000932876
333,0.948084593,0.025223773,0.002927533,0.000938748,0.022825256
334,0.350563943,0.003157881,0.050513864,0.001402983,0.594361305
335,0.016406873,0.981729448,0.000910547,0.00094346,9.67E-06
336,8.38E-05,0.000344192,0.997225583,3.80E-05,0.002308425
337,0.005288569,0.007778254,0.019252272,0.966846406,0.00083448
338,0.018295737,0.008325584,0.184889078,0.768286824,0.020202817
339,0.045211401,0.000963124,0.221686766,0.000373155,0.731765568
340,0.001505874,0.007404702,0.524872422,0.465256035,0.000960985
341,0.998295248,0.000616072,5.43E-06,9.90E-06,0.001073296
342,0.008788149,0.071539432,0.130669162,0.788339853,0.000663392
343,0.001705807,0.002523829,0.982383728,0.000763918,0.01262271
344,0.000294878,0.002610252,0.994621634,0.001657523,0.00081579
345,0.002081355,1.62E-05,0.101397797,1.09E-05,0.896493793
346,0.472714871,0.096457586,0.281858534,0.013054703,0.135914385
347,0.168458283,0.482054144,0.128957227,0.213337228,0.007193047
348,0.000801255,2.53E-06,0.02972641,3.70E-05,0.969432831
349,0.000984303,0.002454433,0.988494933,0.000198753,0.007867548
350,0.005757457,0.99325037,0.000121106,0.00087039,7.65E-07
351,0.998257697,0.000515631,3.29E-06,2.48E-05,0.001198623
352,0.073702544,0.000903719,0.148747653,0.000175707,0.776470304
353,0.001435689,0.003039776,0.026926251,0.968220234,0.00037806
354,0.005085465,0.028736915,0.937862813,0.025051562,0.003263228
355,0.992878973,0.002333718,8.10E-05,1.97E-05,0.00468663
356,0.00543379,0.005595589,0.121884868,0.863742709,0.003343032
357,0.822798789,0.144794494,0.012932621,0.003286595,0.016187528
358,0.653748274,0.017103953,0.062910512,0.002235207,0.264002115
359,0.979231715,0.003675643,0.000497347,6.65E-05,0.016528916
360,0.222472906,0.002161528,0.063679829,0.001491874,0.710193932
361,0.030579511,0.745257854,0.151263312,0.07233455,0.000564828
362,0.00225843,0.016608728,0.946431637,0.03311076,0.001590446
363,0.011923278,0.022968061,0.922444522,0.028104341,0.014559776
364,0.00701355,0.00968706,0.959891856,0.000716419,0.022691099
365,0.008900768,0.03353025,0.941407382,0.009228281,0.006933396
366,0.009189424,0.012615344,0.954211533,0.001172585,0.022811094
367,0.015404602,0.027582986,0.090945572,0.863239527,0.002827227
368,0.047288455,0.931167662,0.011221246,0.01013553,0.000187184
369,0.102028348,0.000424376,0.036295742,0.000338144,0.860913455
370,0.397386789,0.007253657,0.080265537,0.00414661,0.510947406
371,0.000302244,0.000670693,0.004088163,0.994882107,5.68E-05
372,0.068085603,0.929609656,0.001089832,0.001159065,5.59E-05
373,0.129167423,0.332785457,0.409971535,0.11508631,0.012989343
374,0.019721439,0.096075922,0.006832394,0.877022147,0.000348135
375,0.002456946,0.993962824,0.000351684,0.003227893,6.40E-07
376,0.006165285,0.992893755,0.000221806,0.000717827,1.28E-06
377,0.558556855,0.10425251,0.180555612,0.040815424,0.115819551
378,0.997828186,0.000536556,6.75E-06,1.51E-05,0.001613299
379,0.135098398,0.006188592,0.265917003,0.012312908,0.580483139
380,0.013856402,0.023339698,0.041119181,0.91977638,0.001908349
381,0.785547793,0.000623551,0.001884267,0.00013589,0.211808532
382,0.0006088,0.00100275,0.009608815,0.988604426,0.000175262
383,0.107413024,0.12341249,0.701804042,0.025699642,0.041670777
384,0.000742718,0.001997727,0.011050474,0.986077309,0.000131802
385,0.004274792,0.012955686,0.153789684,0.827718794,0.001261064
386,0.000688122,0.001222324,0.988608956,0.000588555,0.008891962
387,0.24589771,0.176229089,0.450082064,0.060277715,0.067513406
388,0.000431282,0.00077168,0.010144069,0.988495827,0.000157032
389,0.008760285,0.985155046,0.000928408,0.00515149,4.86E-06
390,0.002677785,0.007759561,0.963588595,0.020735038,0.00523901
391,0.886340439,0.107500434,0.002206862,0.000221315,0.003730942
392,0.093916714,0.421611398,0.194947302,0.284970284,0.004554256
393,0.935766459,0.028063256,0.003528484,0.002505529,0.03013627
394,0.028344404,0.012118472,0.847338676,0.006817291,0.105381131
395,0.098904267,0.174018741,0.631534696,0.070017077,0.025525259
396,0.000927204,0.001395538,0.984397233,0.000408451,0.012871616
397,0.000292959,0.000427161,0.007713768,0.991456568,0.00010954
398,0.910568237,0.080686674,0.001990931,0.000730109,0.006024112
399,0.061245099,0.909414649,0.021238076,0.00775459,0.00034761
400,0.128945321,0.856725574,0.001600581,0.012546434,0.000182147
401,0.000937223,1.36E-06,0.012556057,4.27E-06,0.986501038
402,0.00073372,0.001387425,0.012503517,0.985185683,0.000189658
403,0.171026111,0.006887738,0.258487523,0.005901359,0.557697296
404,0.006829127,0.986267924,0.001792723,0.005105043,5.29E-06
405,0.706146419,0.289666891,0.001208064,0.001566725,0.001411845
406,0.428568035,0.56707871,0.000653735,0.003303892,0.000395637
407,0.370389134,0.611341655,0.011491311,0.004427541,0.00235027
408,0.067374267,0.102669336,0.405302107,0.407953173,0.016701169
409,0.018013317,0.262306601,0.090861373,0.628313959,0.000504721
410,0.250828266,0.661128581,0.001812975,0.085668042,0.00056219
411,0.014161735,0.361746222,0.133100986,0.49066174,0.000329279
412,0.37074542,0.625780761,0.001160358,0.001886102,0.000427396
413,0.972414672,0.008421839,0.000740141,0.000611271,0.01781203
414,0.019222336,0.109226339,0.089567915,0.780818164,0.001165278
415,0.001384988,5.28E-06,0.037998971,4.92E-05,0.960561574
416,0.002400491,0.009432458,0.122632004,0.864944935,0.000590045
417,0.005024014,0.986765862,0.000439284,0.007769269,1.59E-06
418,0.026925456,0.091426991,0.05729093,0.822656631,0.001700057
419,0.002497086,0.001961498,0.020308221,0.974174857,0.001058263
420,0.728893638,0.005756046,0.015040882,0.001620789,0.248688579
421,0.994159698,0.003356238,4.95E-05,2.32E-05,0.00241126
422,0.9949857,0.002825118,2.74E-05,6.19E-05,0.002099891
423,0.000669973,0.002933814,0.991899371,0.001971219,0.002525536
424,0.000305776,0.000666234,0.149123982,0.849489033,0.00041499
425,0.998091638,0.001039687,6.09E-06,1.07E-05,0.000851851
426,0.004744306,0.017317835,0.009300393,0.968379319,0.000258097
427,0.001511956,0.007221899,0.960651755,0.028442197,0.0021722
428,0.989021003,0.000562293,4.78E-05,2.98E-05,0.010339038
429,0.964711547,0.006378052,0.001094259,0.000493708,0.027322423
